date,home_team,away_team,team,scorer,minute
6/26/2023,Costa Rica,Panama,Panama,"Yoel Bárcenas",68
6/26/2023,Costa Rica,Panama,Costa Rica,"Aarón Suárez",90
6/26/2023,El Salvador,Martinique,Martinique,Patrick Burner,11
6/26/2023,El Salvador,Martinique,Martinique,Kévin Fortuné,16
6/26/2023,El Salvador,Martinique,El Salvador,Bryan Tamacas,90
6/27/2023,Canada,Guadeloupe,Guadeloupe,Thierry Ambrose,23
6/27/2023,Canada,Guadeloupe,Canada,Lucas Cavallini,49
6/27/2023,Canada,Guadeloupe,Canada,Méddy Lina,70
6/27/2023,Canada,Guadeloupe,Guadeloupe,Jacen Russell-Rowe,90
6/27/2023,Guatemala,Cuba,Guatemala,Darwin Lom,48
6/28/2023,Jamaica,Trinidad and Tobago,Jamaica,Demarai Gray,14
6/28/2023,Jamaica,Trinidad and Tobago,Jamaica,Leon Bailey,18
6/28/2023,Jamaica,Trinidad and Tobago,Jamaica,Demarai Gray,30
6/28/2023,Jamaica,Trinidad and Tobago,Trinidad and Tobago,Andre Rampersad,49
6/28/2023,Jamaica,Trinidad and Tobago,Jamaica,Dujuan Richards,90
6/28/2023,United States,Saint Kitts and Nevis,United States,Djordje Mihailovic,12
6/28/2023,United States,Saint Kitts and Nevis,United States,Bryan Reynolds,14
6/28/2023,United States,Saint Kitts and Nevis,United States,Jesús Ferreira,16
6/28/2023,United States,Saint Kitts and Nevis,United States,Jesús Ferreira,25
6/28/2023,United States,Saint Kitts and Nevis,United States,Jesús Ferreira,50
6/28/2023,United States,Saint Kitts and Nevis,United States,Djordje Mihailovic,79
6/29/2023,Haiti,Mexico,Mexico,Henry Martín,46
6/29/2023,Haiti,Mexico,Mexico,Ricardo Adé,56
6/29/2023,Haiti,Mexico,Haiti,Danley Jean Jacques,78
6/29/2023,Haiti,Mexico,Mexico,Santiago Giménez,83
6/29/2023,Qatar,Honduras,Qatar,Tameem Al-Abdullah,7
6/29/2023,Qatar,Honduras,Honduras,Alberth Elis,90
6/30/2023,Martinique,Panama,Panama,José Fajardo,57
6/30/2023,Martinique,Panama,Panama,Michael Amir Murillo,69
6/30/2023,Martinique,Panama,Martinique,Karl Fabien,90
7/1/2023,Cuba,Guadeloupe,Guadeloupe,Matthias Phaëton,13
7/1/2023,Cuba,Guadeloupe,Guadeloupe,Ange-Freddy Plumain,41
7/1/2023,Cuba,Guadeloupe,Guadeloupe,Matthias Phaëton,43
7/1/2023,Cuba,Guadeloupe,Guadeloupe,Anthony Baron,50
7/1/2023,Cuba,Guadeloupe,Cuba,"Arichel Hernández",62
7/2/2023,Honduras,Haiti,Haiti,Frantzdy Pierrot,20
7/2/2023,Honduras,Haiti,Honduras,Jerry Bengtson,42
7/2/2023,Honduras,Haiti,Honduras,José Pinto,59
7/2/2023,Jamaica,Saint Kitts and Nevis,Jamaica,Julani Archibald,30
7/2/2023,Jamaica,Saint Kitts and Nevis,Jamaica,Jon Russell,45
7/2/2023,Jamaica,Saint Kitts and Nevis,Jamaica,Di'Shon Bernard,49
7/2/2023,Jamaica,Saint Kitts and Nevis,Jamaica,Daniel Johnson,72
7/2/2023,Jamaica,Saint Kitts and Nevis,Jamaica,Cory Burke,74
7/2/2023,Mexico,Qatar,Qatar,Hazem Shehata,27
7/2/2023,United States,Trinidad and Tobago,United States,Jesús Ferreira,14
7/2/2023,United States,Trinidad and Tobago,United States,Jesús Ferreira,38
7/2/2023,United States,Trinidad and Tobago,United States,Jesús Ferreira,45
7/2/2023,United States,Trinidad and Tobago,United States,Cade Cowell,65
7/2/2023,United States,Trinidad and Tobago,United States,Gianluca Busio,79
7/2/2023,United States,Trinidad and Tobago,United States,"Brandon Vázquez",90
7/4/2023,Canada,Cuba,Canada,Junior Hoilett,21
7/4/2023,Canada,Cuba,Canada,Jonathan Osorio,27
7/4/2023,Canada,Cuba,Cuba,Luis Paradela,45
7/4/2023,Canada,Cuba,Canada,Jayden Nelson,47
7/4/2023,Canada,Cuba,Canada,Liam Millar,62
7/4/2023,Canada,Cuba,Cuba,Maikel Reyes,89
7/4/2023,Costa Rica,Martinique,Costa Rica,Kendall Waston,10
7/4/2023,Costa Rica,Martinique,Martinique,Patrick Burner,18
7/4/2023,Costa Rica,Martinique,Costa Rica,Francisco Calvo,41
7/4/2023,Costa Rica,Martinique,Costa Rica,Juan Pablo Vargas,55
7/4/2023,Costa Rica,Martinique,Costa Rica,Joel Campbell,59
7/4/2023,Costa Rica,Martinique,Costa Rica,Anthony Contreras,68
7/4/2023,Costa Rica,Martinique,Martinique,Brighton Labeau,75
7/4/2023,Costa Rica,Martinique,Martinique,Patrick Burner,79
7/4/2023,Costa Rica,Martinique,Costa Rica,Diego Campos,90
7/4/2023,Costa Rica,Martinique,Martinique,Jonathan Mexique,90
7/4/2023,Guadeloupe,Guatemala,Guadeloupe,Andreaw Gravillon,27
7/4/2023,Guadeloupe,Guatemala,Guatemala,Rubio Rubin,39
7/4/2023,Guadeloupe,Guatemala,Guadeloupe,Ange-Freddy Plumain,63
7/4/2023,Guadeloupe,Guatemala,Guatemala,Rubio Rubin,70
7/4/2023,Guadeloupe,Guatemala,Guatemala,Carlos Mejía,76
7/4/2023,Panama,El Salvador,El Salvador,Brayan Gil,4
7/4/2023,Panama,El Salvador,Panama,Fidel Escobar,26
7/4/2023,Panama,El Salvador,Panama,Ismael Díaz,71
7/4/2023,Panama,El Salvador,El Salvador,Mayer Gil,90
7/8/2023,Mexico,Costa Rica,Mexico,Orbelín Pineda,52
7/8/2023,Mexico,Costa Rica,Mexico,"Érick Sánchez",87
7/8/2023,Panama,Qatar,Panama,"Yoel Bárcenas",19
7/8/2023,Panama,Qatar,Panama,Ismael Díaz,56
7/8/2023,Panama,Qatar,Panama,Ismael Díaz,63
7/8/2023,Panama,Qatar,Panama,Ismael Díaz,65
7/9/2023,Guatemala,Jamaica,Jamaica,Amari'i Bell,51
7/9/2023,United States,Canada,United States,"Brandon Vázquez",88
7/9/2023,United States,Canada,Canada,Steven Vitória,90
7/9/2023,United States,Canada,Canada,Jacob Shaffelburg,109
7/9/2023,United States,Canada,United States,Scott Kennedy,114
7/12/2023,Jamaica,Mexico,Mexico,Henry Martín,2
7/12/2023,Jamaica,Mexico,Mexico,"Luis Chávez",30
7/12/2023,Jamaica,Mexico,Mexico,Roberto Alvarado,90
7/12/2023,United States,Panama,Panama,"Iván Anderson",99
7/12/2023,United States,Panama,United States,Jesús Ferreira,105
7/16/2023,Mexico,Panama,Mexico,Santiago Giménez,88
9/7/2023,Czech Republic,Albania,Czech Republic,"Václav Černý",56
9/7/2023,Czech Republic,Albania,Albania,Nedim Bajrami,66
9/7/2023,Denmark,San Marino,Denmark,Pierre-Emile Højbjerg,26
9/7/2023,Denmark,San Marino,Denmark,Joakim Mæhle,28
9/7/2023,Denmark,San Marino,Denmark,Jonas Wind,40
9/7/2023,Denmark,San Marino,Denmark,Christian Eriksen,90
9/7/2023,France,Republic of Ireland,France,Aurélien Tchouaméni,19
9/7/2023,France,Republic of Ireland,France,Marcus Thuram,48
9/7/2023,Kazakhstan,Finland,Finland,Oliver Antman,78
9/7/2023,Lithuania,Montenegro,Lithuania,Gytis Paulauskas,71
9/7/2023,Lithuania,Montenegro,Montenegro,Nikola Krstović,78
9/7/2023,Lithuania,Montenegro,Montenegro,Stefan Savić,89
9/7/2023,Lithuania,Montenegro,Lithuania,Fedor Černych,90
9/7/2023,Netherlands,Greece,Netherlands,Marten de Roon,17
9/7/2023,Netherlands,Greece,Netherlands,Cody Gakpo,31
9/7/2023,Netherlands,Greece,Netherlands,Wout Weghorst,39
9/7/2023,Poland,Faroe Islands,Poland,Robert Lewandowski,73
9/7/2023,Poland,Faroe Islands,Poland,Robert Lewandowski,83
9/7/2023,Serbia,Hungary,Serbia,Attila Szalai,10
9/7/2023,Serbia,Hungary,Hungary,"Barnabás Varga",34
9/7/2023,Serbia,Hungary,Hungary,"Willi Orbán",36
9/7/2023,Slovenia,Northern Ireland,Slovenia,Andraž Šporar,3
9/7/2023,Slovenia,Northern Ireland,Northern Ireland,Isaac Price,7
9/7/2023,Slovenia,Northern Ireland,Slovenia,Jonny Evans,17
9/7/2023,Slovenia,Northern Ireland,Slovenia,"Benjamin Šeško",42
9/7/2023,Slovenia,Northern Ireland,Northern Ireland,Jonny Evans,53
9/7/2023,Slovenia,Northern Ireland,Slovenia,Andraž Šporar,56
9/8/2023,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Edin Džeko,3
9/8/2023,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Simon Lüchinger,18
9/8/2023,Bosnia and Herzegovina,Liechtenstein,Liechtenstein,Sandro Wolfinger,21
9/8/2023,Croatia,Latvia,Croatia,Bruno Petković,3
9/8/2023,Croatia,Latvia,Croatia,"Luka Ivanušec",13
9/8/2023,Croatia,Latvia,Croatia,Bruno Petković,44
9/8/2023,Croatia,Latvia,Croatia,Andrej Kramarić,68
9/8/2023,Croatia,Latvia,Croatia,"Mario Pašalić",78
9/8/2023,Cyprus,Scotland,Scotland,Scott McTominay,6
9/8/2023,Cyprus,Scotland,Scotland,Ryan Porteous,16
9/8/2023,Cyprus,Scotland,Scotland,John McGinn,30
9/8/2023,Georgia,Spain,Spain,Álvaro Morata,22
9/8/2023,Georgia,Spain,Spain,Solomon Kvirkvelia,27
9/8/2023,Georgia,Spain,Spain,Dani Olmo,38
9/8/2023,Georgia,Spain,Spain,Álvaro Morata,40
9/8/2023,Georgia,Spain,Georgia,Giorgi Chakvetadze,49
9/8/2023,Georgia,Spain,Spain,Álvaro Morata,66
9/8/2023,Georgia,Spain,Spain,Nico Williams,68
9/8/2023,Georgia,Spain,Spain,Lamine Yamal,74
9/8/2023,Luxembourg,Iceland,Luxembourg,Maxime Chanot,9
9/8/2023,Luxembourg,Iceland,Luxembourg,Yvandro Borges Sanches,70
9/8/2023,Luxembourg,Iceland,Iceland,"Hákon Arnar Haraldsson",88
9/8/2023,Luxembourg,Iceland,Luxembourg,Danel Sinani,89
9/8/2023,Slovakia,Portugal,Portugal,Bruno Fernandes,43
9/8/2023,Turkey,Armenia,Armenia,Artak Dashyan,49
9/8/2023,Turkey,Armenia,Turkey,Bertuğ Yıldırım,88
9/9/2023,Azerbaijan,Belgium,Belgium,Yannick Carrasco,38
9/9/2023,Estonia,Sweden,Sweden,Viktor Gyökeres,18
9/9/2023,Estonia,Sweden,Sweden,Dejan Kulusevski,24
9/9/2023,Estonia,Sweden,Sweden,Alexander Isak,39
9/9/2023,Estonia,Sweden,Sweden,Robin Quaison,75
9/9/2023,Estonia,Sweden,Sweden,Viktor Claesson,90
9/9/2023,Kosovo,Switzerland,Switzerland,Remo Freuler,14
9/9/2023,Kosovo,Switzerland,Kosovo,Vedat Muriqi,65
9/9/2023,Kosovo,Switzerland,Switzerland,Amir Rrahmani,79
9/9/2023,Kosovo,Switzerland,Kosovo,Vedat Muriqi,90
9/9/2023,North Macedonia,Italy,Italy,Ciro Immobile,47
9/9/2023,North Macedonia,Italy,North Macedonia,Enis Bardhi,81
9/9/2023,Romania,Israel,Romania,Denis Alibec,27
9/9/2023,Romania,Israel,Israel,Oscar Gloukh,53
9/9/2023,Ukraine,England,Ukraine,Oleksandr Zinchenko,26
9/9/2023,Ukraine,England,England,Kyle Walker,41
9/10/2023,Albania,Poland,Albania,Jasir Asani,37
9/10/2023,Albania,Poland,Albania,Mirlind Daku,62
9/10/2023,Faroe Islands,Moldova,Moldova,Vadim Rață,53
9/10/2023,Finland,Denmark,Denmark,Pierre-Emile Højbjerg,86
9/10/2023,Greece,Gibraltar,Greece,Dimitrios Pelkas,9
9/10/2023,Greece,Gibraltar,Greece,Konstantinos Mavropanos,23
9/10/2023,Greece,Gibraltar,Greece,Giorgos Masouras,70
9/10/2023,Greece,Gibraltar,Greece,Konstantinos Mavropanos,83
9/10/2023,Greece,Gibraltar,Greece,Giorgos Masouras,90
9/10/2023,Kazakhstan,Northern Ireland,Kazakhstan,Maksim Samorodov,27
9/10/2023,Lithuania,Serbia,Serbia,Aleksandar Mitrović,21
9/10/2023,Lithuania,Serbia,Serbia,Aleksandar Mitrović,32
9/10/2023,Lithuania,Serbia,Serbia,Aleksandar Mitrović,43
9/10/2023,Lithuania,Serbia,Lithuania,Gytis Paulauskas,45
9/10/2023,Montenegro,Bulgaria,Montenegro,Stefan Savić,45
9/10/2023,Montenegro,Bulgaria,Bulgaria,Preslav Borukov,79
9/10/2023,Montenegro,Bulgaria,Montenegro,Stevan Jovetić,90
9/10/2023,Republic of Ireland,Netherlands,Republic of Ireland,Adam Idah,5
9/10/2023,Republic of Ireland,Netherlands,Netherlands,Cody Gakpo,19
9/10/2023,Republic of Ireland,Netherlands,Netherlands,Wout Weghorst,56
9/10/2023,San Marino,Slovenia,Slovenia,Žan Vipotnik,4
9/10/2023,San Marino,Slovenia,Slovenia,Jan Mlakar,16
9/10/2023,San Marino,Slovenia,Slovenia,Sandi Lovrić,61
9/10/2023,San Marino,Slovenia,Slovenia,Žan Karničnik,67
9/11/2023,Armenia,Croatia,Croatia,Andrej Kramarić,13
9/11/2023,Iceland,Bosnia and Herzegovina,Iceland,Alfreð Finnbogason,90
9/11/2023,Latvia,Wales,Wales,Aaron Ramsey,29
9/11/2023,Latvia,Wales,Wales,David Brooks,90
9/11/2023,Portugal,Luxembourg,Portugal,"Gonçalo Inácio",12
9/11/2023,Portugal,Luxembourg,Portugal,Gonçalo Ramos,18
9/11/2023,Portugal,Luxembourg,Portugal,Gonçalo Ramos,34
9/11/2023,Portugal,Luxembourg,Portugal,"Gonçalo Inácio",45
9/11/2023,Portugal,Luxembourg,Portugal,Diogo Jota,58
9/11/2023,Portugal,Luxembourg,Portugal,Ricardo Horta,67
9/11/2023,Portugal,Luxembourg,Portugal,Diogo Jota,78
9/11/2023,Portugal,Luxembourg,Portugal,Bruno Fernandes,83
9/11/2023,Portugal,Luxembourg,Portugal,João Félix,88
9/11/2023,Slovakia,Liechtenstein,Slovakia,"Dávid Hancko",1
9/11/2023,Slovakia,Liechtenstein,Slovakia,Ondrej Duda,3
9/11/2023,Slovakia,Liechtenstein,Slovakia,Róbert Mak,6
9/12/2023,Belgium,Estonia,Belgium,Jan Vertonghen,4
9/12/2023,Belgium,Estonia,Belgium,Leandro Trossard,18
9/12/2023,Belgium,Estonia,Belgium,Romelu Lukaku,56
9/12/2023,Belgium,Estonia,Belgium,Romelu Lukaku,58
9/12/2023,Belgium,Estonia,Belgium,Charles De Ketelaere,88
9/12/2023,Israel,Belarus,Israel,Gabi Kanichowsky,90
9/12/2023,Italy,Ukraine,Italy,Davide Frattesi,12
9/12/2023,Italy,Ukraine,Italy,Davide Frattesi,29
9/12/2023,Italy,Ukraine,Ukraine,Andriy Yarmolenko,41
9/12/2023,Malta,North Macedonia,North Macedonia,Elif Elmas,5
9/12/2023,Malta,North Macedonia,North Macedonia,Jovan Manev,41
9/12/2023,Norway,Georgia,Norway,Erling Haaland,25
9/12/2023,Norway,Georgia,Norway,Martin Ødegaard,33
9/12/2023,Norway,Georgia,Georgia,Budu Zivzivadze,90
9/12/2023,Romania,Kosovo,Romania,Nicolae Stanciu,83
9/12/2023,Romania,Kosovo,Romania,Valentin Mihăilă,90
9/12/2023,Spain,Cyprus,Spain,Gavi,18
9/12/2023,Spain,Cyprus,Spain,Mikel Merino,33
9/12/2023,Spain,Cyprus,Spain,Joselu,70
9/12/2023,Spain,Cyprus,Spain,Ferran Torres,73
9/12/2023,Spain,Cyprus,Spain,Álex Baena,77
9/12/2023,Spain,Cyprus,Spain,Ferran Torres,83
9/12/2023,Sweden,Austria,Austria,Michael Gregoritsch,53
9/12/2023,Sweden,Austria,Austria,Marko Arnautović,56
9/12/2023,Sweden,Austria,Austria,Marko Arnautović,69
9/12/2023,Sweden,Austria,Sweden,Emil Holm,90
9/12/2023,Switzerland,Andorra,Switzerland,Cedric Itten,49
9/12/2023,Switzerland,Andorra,Switzerland,Granit Xhaka,84
9/12/2023,Switzerland,Andorra,Switzerland,Xherdan Shaqiri,90
10/12/2023,Albania,Czech Republic,Albania,Jasir Asani,9
10/12/2023,Albania,Czech Republic,Albania,Taulant Seferi,51
10/12/2023,Albania,Czech Republic,Albania,Taulant Seferi,73
10/12/2023,Andorra,Kosovo,Kosovo,Milot Rashica,26
10/12/2023,Andorra,Kosovo,Kosovo,Milot Rashica,71
10/12/2023,Andorra,Kosovo,Kosovo,Altin Zeqiri,83
10/12/2023,Croatia,Turkey,Turkey,Barış Alper Yılmaz,30
10/12/2023,Cyprus,Norway,Norway,Alexander Sørloth,33
10/12/2023,Cyprus,Norway,Norway,Erling Haaland,65
10/12/2023,Cyprus,Norway,Norway,Erling Haaland,72
10/12/2023,Cyprus,Norway,Norway,Fredrik Aursnes,81
10/12/2023,Faroe Islands,Poland,Poland,Sebastian Szymański,4
10/12/2023,Faroe Islands,Poland,Poland,Adam Buksa,65
10/12/2023,Latvia,Armenia,Latvia,Jānis Ikaunieks,39
10/12/2023,Latvia,Armenia,Latvia,Daniels Balodis,68
10/12/2023,Spain,Scotland,Spain,Álvaro Morata,73
10/12/2023,Spain,Scotland,Spain,Oihan Sancet,86
10/13/2023,Austria,Belgium,Belgium,Dodi Lukebakio,12
10/13/2023,Austria,Belgium,Belgium,Dodi Lukebakio,55
10/13/2023,Austria,Belgium,Belgium,Romelu Lukaku,58
10/13/2023,Austria,Belgium,Austria,Konrad Laimer,72
10/13/2023,Austria,Belgium,Austria,Marcel Sabitzer,84
10/13/2023,Estonia,Azerbaijan,Azerbaijan,Toral Bayramov,9
10/13/2023,Estonia,Azerbaijan,Azerbaijan,Ramil Sheydayev,45
10/13/2023,Iceland,Luxembourg,Iceland,Orri Óskarsson,23
10/13/2023,Iceland,Luxembourg,Luxembourg,Gerson Rodrigues,46
10/13/2023,Liechtenstein,Bosnia and Herzegovina,Bosnia and Herzegovina,Amar Rahmanović,13
10/13/2023,Liechtenstein,Bosnia and Herzegovina,Bosnia and Herzegovina,Miroslav Stevanović,41
10/13/2023,Netherlands,France,France,Kylian Mbappé,7
10/13/2023,Netherlands,France,France,Kylian Mbappé,53
10/13/2023,Netherlands,France,Netherlands,Quilindschy Hartman,83
10/13/2023,Portugal,Slovakia,Portugal,Gonçalo Ramos,18
10/13/2023,Portugal,Slovakia,Portugal,Cristiano Ronaldo,29
10/13/2023,Portugal,Slovakia,Slovakia,"Dávid Hancko",69
10/13/2023,Portugal,Slovakia,Portugal,Cristiano Ronaldo,72
10/13/2023,Portugal,Slovakia,Slovakia,Stanislav Lobotka,80
10/13/2023,Republic of Ireland,Greece,Greece,Giorgos Giakoumakis,20
10/13/2023,Republic of Ireland,Greece,Greece,Giorgos Masouras,45
10/14/2023,Bulgaria,Lithuania,Lithuania,Pijus Širvys,45
10/14/2023,Bulgaria,Lithuania,Lithuania,Pijus Širvys,55
10/14/2023,Denmark,Kazakhstan,Denmark,Jonas Wind,36
10/14/2023,Denmark,Kazakhstan,Denmark,Robert Skov,45
10/14/2023,Denmark,Kazakhstan,Denmark,Robert Skov,48
10/14/2023,Denmark,Kazakhstan,Kazakhstan,Yan Vorogovsky,58
10/14/2023,Hungary,Serbia,Hungary,"Barnabás Varga",20
10/14/2023,Hungary,Serbia,Serbia,Strahinja Pavlović,33
10/14/2023,Hungary,Serbia,Hungary,Roland Sallai,34
10/14/2023,Italy,Malta,Italy,Giacomo Bonaventura,23
10/14/2023,Italy,Malta,Italy,Domenico Berardi,45
10/14/2023,Italy,Malta,Italy,Domenico Berardi,64
10/14/2023,Italy,Malta,Italy,Davide Frattesi,90
10/14/2023,Northern Ireland,San Marino,Northern Ireland,Paul Smyth,5
10/14/2023,Northern Ireland,San Marino,Northern Ireland,Josh Magennis,11
10/14/2023,Northern Ireland,San Marino,Northern Ireland,Conor McMenamin,81
10/14/2023,Slovenia,Finland,Slovenia,"Benjamin Šeško",16
10/14/2023,Slovenia,Finland,Slovenia,"Benjamin Šeško",28
10/14/2023,Slovenia,Finland,Slovenia,Erik Janža,90
10/14/2023,Ukraine,North Macedonia,Ukraine,Heorhiy Sudakov,30
10/14/2023,Ukraine,North Macedonia,Ukraine,Oleksandr Karavayev,90
10/15/2023,Czech Republic,Faroe Islands,Czech Republic,"Tomáš Souček",76
10/15/2023,Georgia,Cyprus,Georgia,Otar Kiteishvili,46
10/15/2023,Georgia,Cyprus,Georgia,Khvicha Kvaratskhelia,58
10/15/2023,Georgia,Cyprus,Georgia,Levan Shengelia,82
10/15/2023,Georgia,Cyprus,Georgia,Georges Mikautadze,90
10/15/2023,Norway,Spain,Spain,Gavi,49
10/15/2023,Poland,Moldova,Moldova,Ion Nicolaescu,26
10/15/2023,Poland,Moldova,Poland,Karol Świderski,53
10/15/2023,Romania,Andorra,Romania,Nicolae Stanciu,23
10/15/2023,Romania,Andorra,Romania,Ianis Hagi,28
10/15/2023,Romania,Andorra,Romania,Răzvan Marin,44
10/15/2023,Romania,Andorra,Romania,Florinel Coman,50
10/15/2023,Switzerland,Belarus,Switzerland,Xherdan Shaqiri,28
10/15/2023,Switzerland,Belarus,Belarus,Max Ebong,61
10/15/2023,Switzerland,Belarus,Belarus,Denis Polyakov,69
10/15/2023,Switzerland,Belarus,Belarus,Dmitry Antilevsky,84
10/15/2023,Switzerland,Belarus,Switzerland,Manuel Akanji,89
10/15/2023,Switzerland,Belarus,Switzerland,Zeki Amdouni,90
10/15/2023,Turkey,Latvia,Turkey,Yunus Akgün,58
10/15/2023,Turkey,Latvia,Turkey,Cenk Tosun,84
10/15/2023,Turkey,Latvia,Turkey,Kerem Aktürkoğlu,88
10/15/2023,Turkey,Latvia,Turkey,Cenk Tosun,90
10/15/2023,Wales,Croatia,Wales,Harry Wilson,47
10/15/2023,Wales,Croatia,Wales,Harry Wilson,60
10/15/2023,Wales,Croatia,Croatia,"Mario Pašalić",75
10/16/2023,Azerbaijan,Austria,Austria,Marcel Sabitzer,48
10/16/2023,Belgium,Sweden,Sweden,Viktor Gyökeres,15
10/16/2023,Belgium,Sweden,Belgium,Romelu Lukaku,31
10/16/2023,Bosnia and Herzegovina,Portugal,Portugal,Cristiano Ronaldo,5
10/16/2023,Bosnia and Herzegovina,Portugal,Portugal,Cristiano Ronaldo,20
10/16/2023,Bosnia and Herzegovina,Portugal,Portugal,Bruno Fernandes,25
10/16/2023,Bosnia and Herzegovina,Portugal,Portugal,João Cancelo,32
10/16/2023,Bosnia and Herzegovina,Portugal,Portugal,João Félix,41
10/16/2023,Gibraltar,Republic of Ireland,Republic of Ireland,Evan Ferguson,8
10/16/2023,Gibraltar,Republic of Ireland,Republic of Ireland,Mikey Johnston,28
10/16/2023,Gibraltar,Republic of Ireland,Republic of Ireland,Matt Doherty,60
10/16/2023,Gibraltar,Republic of Ireland,Republic of Ireland,Callum Robinson,80
10/16/2023,Greece,Netherlands,Netherlands,Virgil van Dijk,90
10/16/2023,Iceland,Liechtenstein,Iceland,Gylfi Sigurðsson,22
10/16/2023,Iceland,Liechtenstein,Iceland,Alfreð Finnbogason,44
10/16/2023,Iceland,Liechtenstein,Iceland,Gylfi Sigurðsson,49
10/16/2023,Iceland,Liechtenstein,Iceland,"Hákon Arnar Haraldsson",63
10/16/2023,Luxembourg,Slovakia,Slovakia,"Dávid Ďuriš",77
10/17/2023,England,Italy,Italy,Gianluca Scamacca,15
10/17/2023,England,Italy,England,Harry Kane,32
10/17/2023,England,Italy,England,Marcus Rashford,57
10/17/2023,England,Italy,England,Harry Kane,77
10/17/2023,Finland,Kazakhstan,Finland,Robert Taylor,28
10/17/2023,Finland,Kazakhstan,Kazakhstan,Bakhtiyar Zaynutdinov,77
10/17/2023,Finland,Kazakhstan,Kazakhstan,Bakhtiyar Zaynutdinov,89
10/17/2023,Lithuania,Hungary,Lithuania,Fedor Černych,20
10/17/2023,Lithuania,Hungary,Lithuania,Pijus Širvys,36
10/17/2023,Lithuania,Hungary,Hungary,Dominik Szoboszlai,67
10/17/2023,Lithuania,Hungary,Hungary,"Barnabás Varga",82
10/17/2023,Malta,Ukraine,Malta,Paul Mbong,12
10/17/2023,Malta,Ukraine,Ukraine,Ryan Camenzuli,38
10/17/2023,Malta,Ukraine,Ukraine,Artem Dovbyk,43
10/17/2023,Malta,Ukraine,Ukraine,Mykhailo Mudryk,85
10/17/2023,Northern Ireland,Slovenia,Slovenia,Adam Gnezda Čerin,5
10/17/2023,San Marino,Denmark,Denmark,Rasmus Højlund,42
10/17/2023,San Marino,Denmark,San Marino,Alessandro Golinucci,61
10/17/2023,San Marino,Denmark,Denmark,Yussuf Poulsen,70
10/17/2023,Serbia,Montenegro,Serbia,Aleksandar Mitrović,9
10/17/2023,Serbia,Montenegro,Montenegro,Stevan Jovetić,36
10/17/2023,Serbia,Montenegro,Serbia,Aleksandar Mitrović,74
10/17/2023,Serbia,Montenegro,Serbia,"Dušan Tadić",77
11/12/2023,Kosovo,Israel,Kosovo,Milot Rashica,41
11/15/2023,Israel,Switzerland,Switzerland,Ruben Vargas,36
11/15/2023,Israel,Switzerland,Israel,Shon Weissman,88
11/16/2023,Azerbaijan,Sweden,Azerbaijan,Emin Mahmudov,3
11/16/2023,Azerbaijan,Sweden,Azerbaijan,Renat Dadashov,6
11/16/2023,Azerbaijan,Sweden,Azerbaijan,Emin Mahmudov,89
11/16/2023,Bulgaria,Hungary,Hungary,"Martin Ádám",10
11/16/2023,Bulgaria,Hungary,Bulgaria,Spas Delev,24
11/16/2023,Bulgaria,Hungary,Bulgaria,Kiril Despodov,78
11/16/2023,Bulgaria,Hungary,Hungary,Aleks Petkov,90
11/16/2023,Cyprus,Spain,Spain,Lamine Yamal,5
11/16/2023,Cyprus,Spain,Spain,Mikel Oyarzabal,22
11/16/2023,Cyprus,Spain,Spain,Joselu,28
11/16/2023,Cyprus,Spain,Cyprus,Kostas Pileas,75
11/16/2023,Estonia,Austria,Austria,Konrad Laimer,25
11/16/2023,Estonia,Austria,Austria,Philipp Lienhart,39
11/16/2023,Georgia,Scotland,Georgia,Khvicha Kvaratskhelia,15
11/16/2023,Georgia,Scotland,Scotland,Scott McTominay,49
11/16/2023,Georgia,Scotland,Georgia,Khvicha Kvaratskhelia,57
11/16/2023,Georgia,Scotland,Scotland,Lawrence Shankland,90
11/16/2023,Liechtenstein,Portugal,Portugal,Cristiano Ronaldo,46
