date,home_team,away_team,team,scorer,minute
11/27/2022,Belgium,Morocco,Morocco,Romain Saïss,73
11/27/2022,Belgium,Morocco,Morocco,Zakaria Aboukhlal,90
11/27/2022,Croatia,Canada,Canada,Alphonso Davies,2
11/27/2022,Croatia,Canada,Croatia,Andrej Kramarić,36
11/27/2022,Croatia,Canada,Croatia,Marko Livaja,44
11/27/2022,Croatia,Canada,Croatia,Andrej Kramarić,70
11/27/2022,Croatia,Canada,Croatia,Lovro Majer,90
11/27/2022,Japan,Costa Rica,Costa Rica,Keysher Fuller,81
11/27/2022,Spain,Germany,Spain,Álvaro Morata,62
11/27/2022,Spain,Germany,Germany,Niclas Füllkrug,83
11/28/2022,Brazil,Switzerland,Brazil,Casemiro,83
11/28/2022,Cameroon,Serbia,Cameroon,Jean-Charles Castelletto,29
11/28/2022,Cameroon,Serbia,Serbia,Strahinja Pavlović,45
11/28/2022,Cameroon,Serbia,Serbia,Sergej Milinković-Savić,45
11/28/2022,Cameroon,Serbia,Serbia,Aleksandar Mitrović,53
11/28/2022,Cameroon,Serbia,Cameroon,Vincent Aboubakar,63
11/28/2022,Cameroon,Serbia,Cameroon,Eric Maxim Choupo-Moting,66
11/28/2022,Portugal,Uruguay,Portugal,Bruno Fernandes,54
11/28/2022,Portugal,Uruguay,Portugal,Bruno Fernandes,90
11/28/2022,South Korea,Ghana,Ghana,Mohammed Salisu,24
11/28/2022,South Korea,Ghana,Ghana,Mohammed Kudus,34
11/28/2022,South Korea,Ghana,South Korea,Cho Gue-sung,58
11/28/2022,South Korea,Ghana,South Korea,Cho Gue-sung,61
11/28/2022,South Korea,Ghana,Ghana,Mohammed Kudus,68
11/29/2022,Ecuador,Senegal,Senegal,Ismaïla Sarr,44
11/29/2022,Ecuador,Senegal,Ecuador,Moisés Caicedo,67
11/29/2022,Ecuador,Senegal,Senegal,Kalidou Koulibaly,70
11/29/2022,Iran,United States,United States,Christian Pulisic,38
11/29/2022,Qatar,Netherlands,Netherlands,Cody Gakpo,26
11/29/2022,Qatar,Netherlands,Netherlands,Frenkie de Jong,49
11/29/2022,Wales,England,England,Marcus Rashford,50
11/29/2022,Wales,England,England,Phil Foden,51
11/29/2022,Wales,England,England,Marcus Rashford,68
11/30/2022,Australia,Denmark,Australia,Mathew Leckie,60
11/30/2022,Poland,Argentina,Argentina,Alexis Mac Allister,46
11/30/2022,Poland,Argentina,Argentina,"Julián Álvarez",67
11/30/2022,Saudi Arabia,Mexico,Mexico,Henry Martín,47
11/30/2022,Saudi Arabia,Mexico,Mexico,"Luis Chávez",52
11/30/2022,Saudi Arabia,Mexico,Saudi Arabia,Salem Al-Dawsari,90
11/30/2022,Tunisia,France,Tunisia,Wahbi Khazri,58
12/1/2022,Canada,Morocco,Morocco,Hakim Ziyech,4
12/1/2022,Canada,Morocco,Morocco,Youssef En-Nesyri,23
12/1/2022,Canada,Morocco,Canada,Nayef Aguerd,40
12/1/2022,Costa Rica,Germany,Germany,Serge Gnabry,10
12/1/2022,Costa Rica,Germany,Costa Rica,Yeltsin Tejeda,58
12/1/2022,Costa Rica,Germany,Costa Rica,Juan Pablo Vargas,70
12/1/2022,Costa Rica,Germany,Germany,Kai Havertz,73
12/1/2022,Costa Rica,Germany,Germany,Kai Havertz,85
12/1/2022,Costa Rica,Germany,Germany,Niclas Füllkrug,89
12/1/2022,Japan,Spain,Spain,Álvaro Morata,11
12/1/2022,Japan,Spain,Japan,Ritsu Dōan,48
12/1/2022,Japan,Spain,Japan,Ao Tanaka,51
12/2/2022,Cameroon,Brazil,Cameroon,Vincent Aboubakar,90
12/2/2022,Ghana,Uruguay,Uruguay,Giorgian de Arrascaeta,26
12/2/2022,Ghana,Uruguay,Uruguay,Giorgian de Arrascaeta,32
12/2/2022,Serbia,Switzerland,Switzerland,Xherdan Shaqiri,20
12/2/2022,Serbia,Switzerland,Serbia,Aleksandar Mitrović,26
12/2/2022,Serbia,Switzerland,Serbia,"Dušan Vlahović",35
12/2/2022,Serbia,Switzerland,Switzerland,Breel Embolo,44
12/2/2022,Serbia,Switzerland,Switzerland,Remo Freuler,48
12/2/2022,South Korea,Portugal,Portugal,Ricardo Horta,5
12/2/2022,South Korea,Portugal,South Korea,Kim Young-gwon,27
12/2/2022,South Korea,Portugal,South Korea,Hwang Hee-chan,90
12/3/2022,Argentina,Australia,Argentina,Lionel Messi,35
12/3/2022,Argentina,Australia,Argentina,"Julián Álvarez",57
12/3/2022,Argentina,Australia,Australia,"Enzo Fernández",77
12/3/2022,Netherlands,United States,Netherlands,Memphis Depay,10
12/3/2022,Netherlands,United States,Netherlands,Daley Blind,45
12/3/2022,Netherlands,United States,United States,Haji Wright,76
12/3/2022,Netherlands,United States,Netherlands,Denzel Dumfries,81
12/4/2022,England,Senegal,England,Jordan Henderson,38
12/4/2022,England,Senegal,England,Harry Kane,45
12/4/2022,England,Senegal,England,Bukayo Saka,57
12/4/2022,France,Poland,France,Olivier Giroud,44
12/4/2022,France,Poland,France,Kylian Mbappé,74
12/4/2022,France,Poland,France,Kylian Mbappé,90
12/4/2022,France,Poland,Poland,Robert Lewandowski,90
12/5/2022,Brazil,South Korea,Brazil,Vinícius Júnior,7
12/5/2022,Brazil,South Korea,Brazil,Neymar,13
12/5/2022,Brazil,South Korea,Brazil,Richarlison,29
12/5/2022,Brazil,South Korea,Brazil,"Lucas Paquetá",36
12/5/2022,Brazil,South Korea,South Korea,Paik Seung-ho,76
12/5/2022,Japan,Croatia,Japan,Daizen Maeda,43
12/5/2022,Japan,Croatia,Croatia,"Ivan Perišić",55
12/6/2022,Portugal,Switzerland,Portugal,Gonçalo Ramos,17
12/6/2022,Portugal,Switzerland,Portugal,Pepe,33
12/6/2022,Portugal,Switzerland,Portugal,Gonçalo Ramos,51
12/6/2022,Portugal,Switzerland,Portugal,Raphaël Guerreiro,55
12/6/2022,Portugal,Switzerland,Switzerland,Manuel Akanji,58
12/6/2022,Portugal,Switzerland,Portugal,Gonçalo Ramos,67
12/6/2022,Portugal,Switzerland,Portugal,Rafael Leão,90
12/9/2022,Croatia,Brazil,Brazil,Neymar,105
12/9/2022,Croatia,Brazil,Croatia,Bruno Petković,117
12/9/2022,Netherlands,Argentina,Argentina,Nahuel Molina,35
12/9/2022,Netherlands,Argentina,Argentina,Lionel Messi,73
12/9/2022,Netherlands,Argentina,Netherlands,Wout Weghorst,83
12/9/2022,Netherlands,Argentina,Netherlands,Wout Weghorst,90
12/10/2022,England,France,France,Aurélien Tchouaméni,17
12/10/2022,England,France,England,Harry Kane,54
12/10/2022,England,France,France,Olivier Giroud,78
12/10/2022,Morocco,Portugal,Morocco,Youssef En-Nesyri,42
12/13/2022,Argentina,Croatia,Argentina,Lionel Messi,34
12/13/2022,Argentina,Croatia,Argentina,"Julián Álvarez",39
12/13/2022,Argentina,Croatia,Argentina,"Julián Álvarez",69
12/14/2022,France,Morocco,France,Théo Hernandez,5
12/14/2022,France,Morocco,France,Randal Kolo Muani,79
12/17/2022,Croatia,Morocco,Croatia,"Joško Gvardiol",7
12/17/2022,Croatia,Morocco,Morocco,Achraf Dari,9
12/17/2022,Croatia,Morocco,Croatia,"Mislav Oršić",42
12/18/2022,Argentina,France,Argentina,Lionel Messi,23
12/18/2022,Argentina,France,Argentina,Ángel Di María,36
12/18/2022,Argentina,France,France,Kylian Mbappé,80
12/18/2022,Argentina,France,France,Kylian Mbappé,81
12/18/2022,Argentina,France,Argentina,Lionel Messi,109
12/18/2022,Argentina,France,France,Kylian Mbappé,118
3/23/2023,Bosnia and Herzegovina,Iceland,Bosnia and Herzegovina,Rade Krunić,14
3/23/2023,Bosnia and Herzegovina,Iceland,Bosnia and Herzegovina,Rade Krunić,40
3/23/2023,Bosnia and Herzegovina,Iceland,Bosnia and Herzegovina,Amar Dedić,63
3/23/2023,Denmark,Finland,Denmark,Rasmus Højlund,21
3/23/2023,Denmark,Finland,Finland,Oliver Antman,53
3/23/2023,Denmark,Finland,Denmark,Rasmus Højlund,82
3/23/2023,Denmark,Finland,Denmark,Rasmus Højlund,90
3/23/2023,Italy,England,England,Declan Rice,13
3/23/2023,Italy,England,England,Harry Kane,44
3/23/2023,Italy,England,Italy,Mateo Retegui,56
3/23/2023,Kazakhstan,Slovenia,Kazakhstan,Maksim Samorodov,23
3/23/2023,Kazakhstan,Slovenia,Slovenia,David Brekalo,47
3/23/2023,Kazakhstan,Slovenia,Slovenia,Žan Vipotnik,78
3/23/2023,North Macedonia,Malta,North Macedonia,Elif Elmas,66
3/23/2023,North Macedonia,Malta,North Macedonia,Darko Churlinov,72
3/23/2023,North Macedonia,Malta,Malta,Yannick Yankam,85
3/23/2023,Portugal,Liechtenstein,Portugal,João Cancelo,8
3/23/2023,Portugal,Liechtenstein,Portugal,Bernardo Silva,47
3/23/2023,Portugal,Liechtenstein,Portugal,Cristiano Ronaldo,51
3/23/2023,Portugal,Liechtenstein,Portugal,Cristiano Ronaldo,63
3/23/2023,San Marino,Northern Ireland,Northern Ireland,Dion Charles,24
3/23/2023,San Marino,Northern Ireland,Northern Ireland,Dion Charles,55
3/24/2023,Austria,Azerbaijan,Austria,Marcel Sabitzer,27
3/24/2023,Austria,Azerbaijan,Austria,Michael Gregoritsch,29
3/24/2023,Austria,Azerbaijan,Austria,Marcel Sabitzer,50
3/24/2023,Austria,Azerbaijan,Azerbaijan,Emin Mahmudov,64
3/24/2023,Austria,Azerbaijan,Austria,Christoph Baumgartner,69
3/24/2023,Bulgaria,Montenegro,Montenegro,Nikola Krstović,70
3/24/2023,Czech Republic,Poland,Czech Republic,Ladislav Krejčí,1
3/24/2023,Czech Republic,Poland,Czech Republic,"Tomáš Čvančara",3
3/24/2023,Czech Republic,Poland,Czech Republic,Jan Kuchta,64
3/24/2023,Czech Republic,Poland,Poland,Damian Szymański,87
3/24/2023,France,Netherlands,France,Antoine Griezmann,2
3/24/2023,France,Netherlands,France,Dayot Upamecano,8
3/24/2023,France,Netherlands,France,Kylian Mbappé,21
3/24/2023,France,Netherlands,France,Kylian Mbappé,88
3/24/2023,Gibraltar,Greece,Greece,Giorgos Masouras,11
3/24/2023,Gibraltar,Greece,Greece,Manolis Siopis,45
3/24/2023,Gibraltar,Greece,Greece,Tasos Bakasetas,58
3/24/2023,Moldova,Faroe Islands,Faroe Islands,Mads Boe Mikkelsen,27
3/24/2023,Moldova,Faroe Islands,Moldova,Ion Nicolaescu,87
3/24/2023,Serbia,Lithuania,Serbia,"Dušan Tadić",16
3/24/2023,Serbia,Lithuania,Serbia,"Dušan Vlahović",53
3/24/2023,Sweden,Belgium,Belgium,Romelu Lukaku,35
3/24/2023,Sweden,Belgium,Belgium,Romelu Lukaku,49
3/24/2023,Sweden,Belgium,Belgium,Romelu Lukaku,83
3/25/2023,Andorra,Romania,Romania,Dennis Man,35
3/25/2023,Andorra,Romania,Romania,Denis Alibec,49
3/25/2023,Armenia,Turkey,Armenia,Ozan Kabak,10
3/25/2023,Armenia,Turkey,Turkey,Orkun Kökçü,34
3/25/2023,Armenia,Turkey,Turkey,Kerem Aktürkoğlu,64
3/25/2023,Belarus,Switzerland,Switzerland,Renato Steffen,4
3/25/2023,Belarus,Switzerland,Switzerland,Renato Steffen,17
3/25/2023,Belarus,Switzerland,Switzerland,Renato Steffen,29
3/25/2023,Belarus,Switzerland,Switzerland,Granit Xhaka,62
3/25/2023,Belarus,Switzerland,Switzerland,Zeki Amdouni,65
3/25/2023,Croatia,Wales,Croatia,Andrej Kramarić,28
3/25/2023,Croatia,Wales,Wales,Nathan Broadhead,90
3/25/2023,Israel,Kosovo,Kosovo,Eli Dasa,36
3/25/2023,Israel,Kosovo,Israel,Dor Peretz,56
3/25/2023,Scotland,Cyprus,Scotland,John McGinn,21
3/25/2023,Scotland,Cyprus,Scotland,Scott McTominay,87
3/25/2023,Scotland,Cyprus,Scotland,Scott McTominay,90
3/25/2023,Spain,Norway,Spain,Dani Olmo,13
3/25/2023,Spain,Norway,Spain,Joselu,84
3/25/2023,Spain,Norway,Spain,Joselu,85
3/26/2023,England,Ukraine,England,Harry Kane,37
3/26/2023,England,Ukraine,England,Bukayo Saka,40
3/26/2023,Kazakhstan,Denmark,Denmark,Rasmus Højlund,21
3/26/2023,Kazakhstan,Denmark,Denmark,Rasmus Højlund,35
3/26/2023,Kazakhstan,Denmark,Kazakhstan,Bakhtiyar Zaynutdinov,73
3/26/2023,Kazakhstan,Denmark,Kazakhstan,Askhat Tagybergen,86
3/26/2023,Kazakhstan,Denmark,Kazakhstan,Abat Aymbetov,89
3/26/2023,Liechtenstein,Iceland,Iceland,"Davíð Kristján Ólafsson",3
3/26/2023,Liechtenstein,Iceland,Iceland,"Hákon Arnar Haraldsson",38
3/26/2023,Liechtenstein,Iceland,Iceland,Aron Gunnarsson,48
3/26/2023,Liechtenstein,Iceland,Iceland,Aron Gunnarsson,68
3/26/2023,Liechtenstein,Iceland,Iceland,Aron Gunnarsson,73
3/26/2023,Liechtenstein,Iceland,Iceland,Andri Guðjohnsen,85
3/26/2023,Liechtenstein,Iceland,Iceland,Mikael Egill Ellertsson,87
3/26/2023,Luxembourg,Portugal,Portugal,Cristiano Ronaldo,9
3/26/2023,Luxembourg,Portugal,Portugal,João Félix,15
3/26/2023,Luxembourg,Portugal,Portugal,Bernardo Silva,18
3/26/2023,Luxembourg,Portugal,Portugal,Cristiano Ronaldo,31
3/26/2023,Luxembourg,Portugal,Portugal,"Otávio",77
3/26/2023,Luxembourg,Portugal,Portugal,Rafael Leão,88
3/26/2023,Malta,Italy,Italy,Mateo Retegui,15
3/26/2023,Malta,Italy,Italy,Matteo Pessina,27
3/26/2023,Northern Ireland,Finland,Finland,Benjamin Källman,28
3/26/2023,Slovakia,Bosnia and Herzegovina,Slovakia,Róbert Mak,13
3/26/2023,Slovakia,Bosnia and Herzegovina,Slovakia,"Lukáš Haraslín",40
3/26/2023,Slovenia,San Marino,Slovenia,"Benjamin Šeško",56
3/26/2023,Slovenia,San Marino,Slovenia,Roberto Di Maio,60
3/27/2023,Austria,Estonia,Estonia,Rauno Sappinen,25
3/27/2023,Austria,Estonia,Austria,Florian Kainz,68
3/27/2023,Austria,Estonia,Austria,Michael Gregoritsch,88
3/27/2023,Hungary,Bulgaria,Hungary,"Bálint Vécsei",7
3/27/2023,Hungary,Bulgaria,Hungary,Dominik Szoboszlai,26
3/27/2023,Hungary,Bulgaria,Hungary,"Martin Ádám",39
3/27/2023,Montenegro,Serbia,Serbia,"Dušan Vlahović",78
3/27/2023,Montenegro,Serbia,Serbia,"Dušan Vlahović",90
3/27/2023,Netherlands,Gibraltar,Netherlands,Memphis Depay,23
3/27/2023,Netherlands,Gibraltar,Netherlands,Nathan Aké,50
3/27/2023,Netherlands,Gibraltar,Netherlands,Nathan Aké,82
3/27/2023,Poland,Albania,Poland,Karol Świderski,41
3/27/2023,Republic of Ireland,France,France,Benjamin Pavard,50
3/27/2023,Sweden,Azerbaijan,Sweden,Emil Forsberg,38
3/27/2023,Sweden,Azerbaijan,Sweden,Bəhlul Mustafazadə,65
3/27/2023,Sweden,Azerbaijan,Sweden,Viktor Gyökeres,79
3/27/2023,Sweden,Azerbaijan,Sweden,Jesper Karlsson,88
3/27/2023,Sweden,Azerbaijan,Sweden,Anthony Elanga,89
3/28/2023,Georgia,Norway,Norway,Alexander Sørloth,15
3/28/2023,Georgia,Norway,Georgia,Georges Mikautadze,60
3/28/2023,Kosovo,Andorra,Kosovo,Edon Zhegrova,59
3/28/2023,Kosovo,Andorra,Andorra,Albert Rosas,61
3/28/2023,Romania,Belarus,Romania,Nicolae Stanciu,17
3/28/2023,Romania,Belarus,Romania,Andrei Burcă,19
3/28/2023,Romania,Belarus,Belarus,Vladislav Morozov,86
3/28/2023,Scotland,Spain,Scotland,Scott McTominay,7
3/28/2023,Scotland,Spain,Scotland,Scott McTominay,51
3/28/2023,Switzerland,Israel,Switzerland,Ruben Vargas,39
3/28/2023,Switzerland,Israel,Switzerland,Zeki Amdouni,47
3/28/2023,Switzerland,Israel,Switzerland,Silvan Widmer,52
3/28/2023,Turkey,Croatia,Croatia,Mateo Kovačić,20
3/28/2023,Turkey,Croatia,Croatia,Mateo Kovačić,45
3/28/2023,Wales,Latvia,Wales,Kieffer Moore,41
6/14/2023,Netherlands,Croatia,Netherlands,Donyell Malen,34
6/14/2023,Netherlands,Croatia,Netherlands,Donyell Malen,34
6/14/2023,Netherlands,Croatia,Croatia,Andrej Kramarić,55
6/14/2023,Netherlands,Croatia,Croatia,Andrej Kramarić,55
6/14/2023,Netherlands,Croatia,Croatia,"Mario Pašalić",72
6/14/2023,Netherlands,Croatia,Croatia,"Mario Pašalić",72
6/14/2023,Netherlands,Croatia,Netherlands,Noa Lang,90
6/14/2023,Netherlands,Croatia,Netherlands,Noa Lang,90
6/14/2023,Netherlands,Croatia,Croatia,Bruno Petković,98
6/14/2023,Netherlands,Croatia,Croatia,Bruno Petković,98
6/14/2023,Netherlands,Croatia,Croatia,Luka Modrić,116
6/14/2023,Netherlands,Croatia,Croatia,Luka Modrić,116
6/15/2023,Spain,Italy,Spain,Yeremy Pino,3
6/15/2023,Spain,Italy,Spain,Yeremy Pino,3
6/15/2023,Spain,Italy,Italy,Ciro Immobile,11
6/15/2023,Spain,Italy,Italy,Ciro Immobile,11
6/15/2023,Spain,Italy,Spain,Joselu,88
6/15/2023,Spain,Italy,Spain,Joselu,88
6/16/2023,Andorra,Switzerland,Switzerland,Remo Freuler,7
6/16/2023,Andorra,Switzerland,Switzerland,Zeki Amdouni,32
6/16/2023,Andorra,Switzerland,Andorra,"Márcio Vieira",67
6/16/2023,Belarus,Israel,Belarus,Max Ebong,16
6/16/2023,Belarus,Israel,Israel,Shon Weissman,85
6/16/2023,Belarus,Israel,Israel,Oscar Gloukh,90
6/16/2023,Denmark,Northern Ireland,Denmark,Jonas Wind,47
6/16/2023,Finland,Slovenia,Finland,Joel Pohjanpalo,13
6/16/2023,Finland,Slovenia,Finland,Oliver Antman,64
6/16/2023,Gibraltar,France,France,Olivier Giroud,3
6/16/2023,Gibraltar,France,France,Kylian Mbappé,45
6/16/2023,Gibraltar,France,France,Aymen Mouelhi,78
6/16/2023,Greece,Republic of Ireland,Greece,Tasos Bakasetas,15
6/16/2023,Greece,Republic of Ireland,Republic of Ireland,Nathan Collins,27
6/16/2023,Greece,Republic of Ireland,Greece,Giorgos Masouras,49
6/16/2023,Latvia,Turkey,Turkey,Abdülkerim Bardakcı,22
6/16/2023,Latvia,Turkey,Latvia,Eduards Emsis,51
6/16/2023,Latvia,Turkey,Turkey,Cengiz Ünder,61
6/16/2023,Latvia,Turkey,Latvia,Kristers Tobers,90
6/16/2023,Latvia,Turkey,Turkey,İrfan Kahveci,90
6/16/2023,Malta,England,England,Ferdinando Apap,8
6/16/2023,Malta,England,England,Trent Alexander-Arnold,28
6/16/2023,Malta,England,England,Harry Kane,31
6/16/2023,Malta,England,England,Callum Wilson,83
6/16/2023,North Macedonia,Ukraine,North Macedonia,Enis Bardhi,31
6/16/2023,North Macedonia,Ukraine,North Macedonia,Elif Elmas,39
6/16/2023,North Macedonia,Ukraine,Ukraine,Illya Zabarnyi,62
6/16/2023,North Macedonia,Ukraine,Ukraine,Yukhym Konoplya,67
6/16/2023,North Macedonia,Ukraine,Ukraine,Viktor Tsyhankov,83
6/16/2023,San Marino,Kazakhstan,Kazakhstan,Yan Vorogovsky,37
6/16/2023,San Marino,Kazakhstan,Kazakhstan,Askhat Tagybergen,64
6/16/2023,San Marino,Kazakhstan,Kazakhstan,Bakhtiyar Zaynutdinov,90
6/16/2023,Wales,Armenia,Wales,Daniel James,10
6/16/2023,Wales,Armenia,Armenia,"Lucas Zelarayán",19
6/16/2023,Wales,Armenia,Armenia,Grant-Leon Ranos,30
6/16/2023,Wales,Armenia,Armenia,Grant-Leon Ranos,66
6/16/2023,Wales,Armenia,Wales,Harry Wilson,72
6/16/2023,Wales,Armenia,Armenia,"Lucas Zelarayán",75
6/17/2023,Albania,Moldova,Albania,Jasir Asani,52
6/17/2023,Albania,Moldova,Albania,Nedim Bajrami,76
6/17/2023,Azerbaijan,Estonia,Estonia,Rauno Sappinen,27
6/17/2023,Azerbaijan,Estonia,Azerbaijan,Anton Kryvotsyuk,62
6/17/2023,Belgium,Austria,Austria,Orel Mangala,21
6/17/2023,Belgium,Austria,Belgium,Romelu Lukaku,62
6/17/2023,Cyprus,Georgia,Georgia,Georges Mikautadze,31
6/17/2023,Cyprus,Georgia,Cyprus,Ioannis Pittas,39
6/17/2023,Cyprus,Georgia,Georgia,Zuriko Davitashvili,84
6/17/2023,Faroe Islands,Czech Republic,Czech Republic,Ladislav Krejčí,15
6/17/2023,Faroe Islands,Czech Republic,Czech Republic,"Václav Černý",44
6/17/2023,Faroe Islands,Czech Republic,Czech Republic,"Václav Černý",75
6/17/2023,Iceland,Slovakia,Slovakia,Juraj Kucka,27
6/17/2023,Iceland,Slovakia,Iceland,Alfreð Finnbogason,41
6/17/2023,Iceland,Slovakia,Slovakia,"Tomáš Suslov",69
6/17/2023,Lithuania,Bulgaria,Lithuania,Edvinas Girdvainis,15
6/17/2023,Lithuania,Bulgaria,Bulgaria,Marin Petkov,27
6/17/2023,Luxembourg,Liechtenstein,Luxembourg,Danel Sinani,59
6/17/2023,Luxembourg,Liechtenstein,Luxembourg,Gerson Rodrigues,89
6/17/2023,Norway,Scotland,Norway,Erling Haaland,61
6/17/2023,Norway,Scotland,Scotland,Lyndon Dykes,87
6/17/2023,Norway,Scotland,Scotland,Kenny McLean,89
6/17/2023,Portugal,Bosnia and Herzegovina,Portugal,Bernardo Silva,44
6/17/2023,Portugal,Bosnia and Herzegovina,Portugal,Bruno Fernandes,77
6/17/2023,Portugal,Bosnia and Herzegovina,Portugal,Bruno Fernandes,90
6/18/2023,Netherlands,Italy,Italy,Federico Dimarco,6
6/18/2023,Netherlands,Italy,Italy,Federico Dimarco,6
6/18/2023,Netherlands,Italy,Italy,Davide Frattesi,20
6/18/2023,Netherlands,Italy,Italy,Davide Frattesi,20
6/18/2023,Netherlands,Italy,Netherlands,Steven Bergwijn,68
6/18/2023,Netherlands,Italy,Netherlands,Steven Bergwijn,68
6/18/2023,Netherlands,Italy,Italy,Federico Chiesa,72
6/18/2023,Netherlands,Italy,Italy,Federico Chiesa,72
6/18/2023,Netherlands,Italy,Netherlands,Georginio Wijnaldum,89
6/18/2023,Netherlands,Italy,Netherlands,Georginio Wijnaldum,89
6/19/2023,Armenia,Latvia,Armenia,Nair Tiknizyan,35
6/19/2023,Armenia,Latvia,Latvia,Styopa Mkrtchyan,67
6/19/2023,Armenia,Latvia,Armenia,Tigran Barseghyan,90
6/19/2023,Belarus,Kosovo,Belarus,Vladislav Morozov,73
6/19/2023,Belarus,Kosovo,Belarus,Max Ebong,75
6/19/2023,Belarus,Kosovo,Kosovo,Vedat Muriqi,87
6/19/2023,England,North Macedonia,England,Harry Kane,29
6/19/2023,England,North Macedonia,England,Bukayo Saka,38
6/19/2023,England,North Macedonia,England,Marcus Rashford,45
6/19/2023,England,North Macedonia,England,Bukayo Saka,47
6/19/2023,England,North Macedonia,England,Bukayo Saka,51
6/19/2023,England,North Macedonia,England,Kalvin Phillips,64
6/19/2023,England,North Macedonia,England,Harry Kane,73
6/19/2023,Finland,San Marino,Finland,Glen Kamara,16
6/19/2023,Finland,San Marino,Finland,Benjamin Källman,39
6/19/2023,Finland,San Marino,Finland,Daniel Håkans,65
6/19/2023,Finland,San Marino,Finland,Daniel Håkans,72
6/19/2023,Finland,San Marino,Finland,Daniel Håkans,74
6/19/2023,Finland,San Marino,Finland,Teemu Pukki,76
6/19/2023,France,Greece,France,Kylian Mbappé,55
6/19/2023,Israel,Andorra,Israel,Raz Shlomo,42
6/19/2023,Israel,Andorra,Andorra,Albert Rosas,52
6/19/2023,Israel,Andorra,Israel,Manor Solomon,61
6/19/2023,Northern Ireland,Kazakhstan,Kazakhstan,Abat Aymbetov,88
6/19/2023,Republic of Ireland,Gibraltar,Republic of Ireland,Mikey Johnston,52
6/19/2023,Republic of Ireland,Gibraltar,Republic of Ireland,Evan Ferguson,59
6/19/2023,Republic of Ireland,Gibraltar,Republic of Ireland,Adam Idah,90
6/19/2023,Slovenia,Denmark,Slovenia,Andraž Šporar,25
6/19/2023,Slovenia,Denmark,Denmark,Rasmus Højlund,42
6/19/2023,Switzerland,Romania,Switzerland,Zeki Amdouni,28
6/19/2023,Switzerland,Romania,Switzerland,Zeki Amdouni,41
6/19/2023,Switzerland,Romania,Romania,Valentin Mihăilă,89
6/19/2023,Switzerland,Romania,Romania,Valentin Mihăilă,90
6/19/2023,Turkey,Wales,Turkey,Umut Nayir,72
6/19/2023,Turkey,Wales,Turkey,Arda Güler,80
6/19/2023,Ukraine,Malta,Ukraine,Viktor Tsyhankov,72
6/20/2023,Austria,Sweden,Austria,Christoph Baumgartner,81
6/20/2023,Austria,Sweden,Austria,Christoph Baumgartner,89
6/20/2023,Bosnia and Herzegovina,Luxembourg,Luxembourg,Yvandro Borges Sanches,4
6/20/2023,Bosnia and Herzegovina,Luxembourg,Luxembourg,Danel Sinani,74
6/20/2023,Bulgaria,Serbia,Bulgaria,Kiril Despodov,47
6/20/2023,Bulgaria,Serbia,Serbia,Darko Lazović,90
6/20/2023,Estonia,Belgium,Belgium,Romelu Lukaku,37
6/20/2023,Estonia,Belgium,Belgium,Romelu Lukaku,40
6/20/2023,Estonia,Belgium,Belgium,Johan Bakayoko,90
6/20/2023,Faroe Islands,Albania,Albania,Nedim Bajrami,20
6/20/2023,Faroe Islands,Albania,Faroe Islands,Odmar Færø,45
6/20/2023,Faroe Islands,Albania,Albania,Kristjan Asllani,51
6/20/2023,Faroe Islands,Albania,Albania,Ernest Muçi,90
6/20/2023,Hungary,Lithuania,Hungary,"Barnabás Varga",32
6/20/2023,Hungary,Lithuania,Hungary,Roland Sallai,83
6/20/2023,Iceland,Portugal,Portugal,Cristiano Ronaldo,89
6/20/2023,Liechtenstein,Slovakia,Slovakia,Denis Vavro,45
6/20/2023,Moldova,Poland,Poland,Arkadiusz Milik,12
6/20/2023,Moldova,Poland,Poland,Robert Lewandowski,34
6/20/2023,Moldova,Poland,Moldova,Ion Nicolaescu,48
6/20/2023,Moldova,Poland,Moldova,Ion Nicolaescu,79
6/20/2023,Moldova,Poland,Moldova,Vladislav Baboglo,85
6/20/2023,Norway,Cyprus,Norway,Ola Solbakken,12
6/20/2023,Norway,Cyprus,Norway,Erling Haaland,56
6/20/2023,Norway,Cyprus,Norway,Erling Haaland,60
6/20/2023,Norway,Cyprus,Cyprus,Grigoris Kastanos,90
6/20/2023,Scotland,Georgia,Scotland,Callum McGregor,6
6/20/2023,Scotland,Georgia,Scotland,Scott McTominay,47
6/24/2023,United States,Jamaica,Jamaica,Damion Lowe,13
6/24/2023,United States,Jamaica,United States,"Brandon Vázquez",88
6/25/2023,Haiti,Qatar,Qatar,Yusuf Abdurisag,20
6/25/2023,Haiti,Qatar,Haiti,Duckens Nazon,45
6/25/2023,Haiti,Qatar,Haiti,Frantzdy Pierrot,90
6/25/2023,Mexico,Honduras,Mexico,Luis Romo,1
6/25/2023,Mexico,Honduras,Mexico,Luis Romo,23
6/25/2023,Mexico,Honduras,Mexico,Orbelín Pineda,52
6/25/2023,Mexico,Honduras,Mexico,"Luis Chávez",64
6/25/2023,Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Alvin Jones,43
6/25/2023,Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Ajani Fortune,65
6/25/2023,Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Jameel Ible,73
6/26/2023,Costa Rica,Panama,Panama,José Fajardo,23
